,Type,Metal,Ligand,Synthesis method,Solvent,Physical state,Oxidation number,Reaction Time (h),SSA (m2/g),Pore size (nm),pore volume (cm3/g),CO2 adsorption capacity (mmol/g),CO2 selectivity percentage,Adsorption Temp (K),Adsorption pressure (bar),filename,Group,SuperGroup,0,1,unit,mean
579,Mg2(dobpdc)(on),Mg,H4dopdc,solvothermal,DMF/EtOH,solid,2.0,72.0,821.0,1.85,,0.25,,313.0,,272.pdf,Mg2(dobpdc)(on),Metal/dobpdc,,,,
580,NH2-MIL-125(Ti),,NH2-BDC,solvothermal,DMF/MeOH,solid,,72.0,1302.0,,,5.898099402159364,,273.0,1.01325,273.pdf,MIL-125,MIL,,,,
581,Pt/NH2-MIL-125(Ti),Pt,NH2-BDC,wetness impregnation,,solid,0.0,2.0,774.0,,,4.024270545194967,,273.0,1.01325,273.pdf,MIL-125,MIL,,,,
582,Au/NH2-MIL-125(Ti),Au,NH2-BDC,wetness impregnation,,solid,0.0,2.0,817.0,,,5.237797804943339,,273.0,1.01325,273.pdf,MIL-125,MIL,,,,
583,[Zn2(NH2BDC)2(dpNDI)]n,Zn,"dpNDI (N,N'-di(4-pyridyl)-1,4,5,8-naphthalenediimide)",solvothermal,DMF/EtOH,microcrystalline,,3.0,118.6,0.3,,1.51,,273.0,1.01325,274.pdf,[Zn2(NH2BDC)2(dpNDI)]n,Metal/BDC,,,,
584,Mg-MOF-74,Mg,dhtp,sonochemical,,,2.0,4.0,1640.0,,,7.952738014087708,,298.0,,275.pdf,MOF-74,MOF,,,,
585,Co-MOF-74,Co,,microwave,,,2.0,4.0,,,,,,,,275.pdf,MOF-74,MOF,,,,
586,UiO-66-NH2,Zr,NH2-BDC,,,,4.0,4.0,,,,,,,,275.pdf,UiO-66,UiO,,,,
587,BIT-103,Zn,H3BTC,structured directing strategy,,,2.0,24.0,,,,,,,,275.pdf,BIT-103,BIT,,,,
588,1-NH2,Zn,H2aip or H2ip or H2nip or H3BTC,solvo(hydro)-thermal,,,2.0,6.0,,,,,,,,275.pdf,1-NH2,1-NH2,,,,
589,UMCM-1-NH2,Zn,H3BTB,solvothermal,,,2.0,24.0,4200.0,2.7,2.4,,,,,275.pdf,UMCM-1-NH2,UMCM,,,cm3,
590,Cu2(ABTC),Cu,"3,3’,5,5’-azobenzenetetracarboxylic acid (ABTC)",solvothermal,DMF/EtOH,microporous,2.0,8.0,2200.0,9.5,,93.0,,298.0,1.01325,276.pdf,Cu2(ABTC),Metal/BTC,,,,
591,Cu2(ABTC),Cu,"3,3’,5,5’-azobenzenetetra-carboxylic acid (ABTC)",solvothermal,DMF/EtOH,microcrystalline,2.0,8.0,2200.0,0.96,,4.149192468992593,,298.0,1.066576,276.pdf,Cu2(ABTC),Metal/BTC,,,,
592,Cd-PCN-222HTs,Cd,porphyrin,solvothermal,ionicliquid/H2O/acetonitrile,hollow nanotubes,,,383.0,3.2,,0.9993753903810118,97.0,298.0,1.01325,277.pdf,Cd-PCN-222HTs,PCN,,,,
593,5M-TCPB,"Y, Eu, Gd, Er, Yb",H4TCBP,solvothermal,Dimethylformamide(DMF),colorless or off-white hexagonal plates,3.0,72.0,1520.0,1.25,,,,,,278.pdf,5M-TCPB,5M-TCPB,,,,
594,15M-TCPB,"Y, La, Ce, Pr, Nd, Sm, Eu, Gd, Tb, Dy, Ho, Er, Tm, Yb, Lu",H4TCBP,solvothermal,Dimethylformamide(DMF),colorless or off-white hexagonal plates,3.0,72.0,1360.0,1.25,,,,,,278.pdf,15M-TCPB,15M-TCPB,,,,
595,ZIF-8/P4VP/Au,"Zn, Au",2-methylimidazole,in-situ reduction under uv light,,2d sheets,2.0,,989.6,1.17,0.55,,,,,279.pdf,ZIF-8,ZIF,,,,
596,H-ZnCo-ZIF,"Zn, Co",2-methylimidazole,chemical etching,tannicacidsolution,hollow,,,920.0,,,,,,,280.pdf,H-ZnCo-ZIF,ZIF,,,,
597,nan,,,,,,,,,,,,,,,281.pdf,nan,,,,,
598,Lignin-Cellulose Composite,,,hot-pressing and infiltration,EtOH/H2O,composite,,3.0,,,,,,,,282.pdf,Lignin-Cellulose Composite,Lignin-Cellulose Composite,,,,
599,MOF-5 or IRMOF-1,Zn,H2BDC,,,,2.0,,2833.0,1.22,,,,,,283.pdf,IRMOF-1,IRMOF,,,,
600,MOF-74,Mg,H4doBDC,,,,2.0,,1252.0,1.0,,,,,,283.pdf,MOF-74,MOF,,,,
601,MIL-100,Fe,H2BDC,,,,3.0,,1754.0,1.9,,,,,,283.pdf,MIL-100,MIL,,,,
602,HKUST-1 or MOF-199,Cu,H3BTC,,,,1.0,,1781.0,0.52,,,,,,283.pdf,HKUST-1,HKUST,,,,
603,UiO-66,Zr,H2BDC,,,,4.0,,1125.0,0.6,,,,,,283.pdf,UiO-66,UiO,,,,
604,Im-UiO-PL,Zr,2-[(3-decyl-imidazol-1-yl)chloride]-H2BDC,ionic-exchange,Dimethylformamide(DMF)/Aceticacid,liquid,4.0,3.0,103.0,0.5,,5.93,,298.0,9.0,284.pdf,Im-UiO-PL,UiO,,,,
605,ZIF-90-IL-1,Zn,Imidazole-2-carbaldehyde,ultrasonic and stirring,CH3CN,solid,2.0,8.0,21.77,4.0,0.29,,,,,285.pdf,ZIF-90,ZIF,,,,
606,ZIF-90-IL-2,Zn,Imidazole-2-carbaldehyde,,,solid,2.0,,87.58,,0.42,,,,,285.pdf,ZIF-90,ZIF,,,,
607,ZIF-90-IL-3,Zn,Imidazole-2-carbaldehyde,,,solid,2.0,,98.78,,0.67,,,,,285.pdf,ZIF-90,ZIF,,,,
608,{(Me2NH2)2·[Zn8(Ad)4(DABA)6O]·7 DMF},Zn,DABA,mixed-ligand strategy,DMF/H2O,solid,,24.0,1036.0,,,1.522381276982504,,273.0,1.01325,286.pdf,{(Me2NH2)2·[Zn8(Ad)4(DABA)6O]·7 DMF},{(Me2NH2)2·[Zn8(Ad)4(DABA)6O]·7 DMF},,,,
609,Mg2(dobpdc),Mg,H4dopdc,,,solid,2.0,,,,,,,,,287.pdf,Mg2(dobpdc),Metal/dobpdc,,,,
610,ZIF-67,Zn,imidazole,,,solid,2.0,,,,,,,,,287.pdf,ZIF-67,ZIF,,,,
611,UiO-66-NH2,Zr,NH2-BDC,,,solid,4.0,,,,,,,,,287.pdf,UiO-66,UiO,,,,
612,Cu3(BTC)2,Cu,H3BTC,,,solid,2.0,,,,,,,,,287.pdf,Cu3(BTC)2,Metal/BTC,,,,
613,MgNi-MOF-74,"Mg, Ni","2,5-dioxido-H2BDC",one-pot solvothermal,,solid,2.0,,931.6,,,,,,,288.pdf,MOF-74,MOF,,,,
614,PPy@MgNi-MOF-74,Ni,,in situ oxidative polymerization,,solid,,,,,,,,,,288.pdf,MOF-74,MOF,,,,
615,NiSA-N2-C,Ni,"N, C",pyrolysis,N2,solid,1.0,,280.8,,,,100.0,0.8,,288.pdf,NiSA-N2-C,NiSA-N2-C,0.0,2.0,,
616,UiO-bpy,Zr,"2,2'-bipyridine-5,5'-dicarboxylate (bpydc)",chemical coordination,DMSO/THF,,,12.0,1323.0,,,,,,,289.pdf,UiO-bpy,UiO,,,,
617,CdS/UiO-bpy/Co,"Cd, Co","2,2'-bipyridine-5,5'-dicarboxylate (bpydc)",integration of inorganic semiconductors with molecular redox catalysts,DMSO/THF/CH3CN,,,12.0,25.5,,,,85.0,,8.0,289.pdf,CdS/UiO-bpy/Co,UiO,,,,
618,Cu-ade,Cu,adenine and acetic acid,stirring and annealing,MeOH/H2O,nanosheet,,1.0,,,,,,,,290.pdf,Cu-ade,Cu-ade,,,,
619,Au&Pt@ZIF,"Au, Pt",2-methylimidazole,encapsulation,MeOH,solid,0.0,24.0,,,,,,,8.0,291.pdf,Au&Pt@ZIF,ZIF,,,,
620,Cu-MOF,Cu,"5-(1-oxo-2,3-dihydro-1H-inden-2-yl)isophthalic acid",slow evaporation,DMF/H2O,solid,,4.0,,1.1,,1.524653487843672,,298.0,1.0,292.pdf,Cu-MOF,MOF,,,,
621,MOF-5,Zn,H2BDC,co-polymerization,DMF,solid,2.0,4.0,,,,,,,,293.pdf,MOF-5,MOF,,,,
622,Zn-aminotriazolate-oxalate,Zn,"oxalic acid, 3-amino-1,2,4-triazole",solvothermal,H2O,solid,2.0,2.0,782.0,0.38,0.19,4.35,,273.0,1.2,294.pdf,Zn-aminotriazolate-oxalate,Zn-aminotriazolate-oxalate,,,,
623,MIL-100,Cr,H3BTC,hydrothermal,H2O,solid,3.0,4.0,1170.0,2.9,1.14,2.6,,298.0,10.0,295.pdf,MIL-100,MIL,,,cm3,
624,MIL-101,Cr,H2BDC,hydrothermal,H2O,solid,3.0,8.0,1420.0,3.5,1.72,5.5,,298.0,10.0,295.pdf,MIL-101,MIL,,,cm3,
625,MIL-100/PPD,Cr,H3BTC,hydrothermal + amino functionalization,EtOH,solid,3.0,12.0,820.0,2.9,0.59,4.6,,298.0,10.0,295.pdf,MIL-100,MIL,,,cm3,
626,MIL-101/PPD,Cr,H2BDC,hydrothermal + amino functionalization,EtOH,solid,3.0,12.0,1420.0,3.5,1.72,5.5,,298.0,10.0,295.pdf,MIL-101,MIL,,,cm3,
627,MIL-96-(Al),Al,H3BTC,microwave-assisted hydrothermal,H2OorDMF/H2O,microporous,3.0,2.0,600.0,0.78,0.23,6.3,,303.0,1.0,296.pdf,MIL-96,MIL,,,,
628,Hf-NU-1000,Hf,"1,3,6,8-tetrakis(p-benzoic acid)pyrene (H4TBAPy)",solvothermal,,solid,4.0,1.0,1780.0,1.3,1.14,,,,1.01325,297.pdf,Hf-NU-1000,Hf-NU-1000,,,cm3,
629,[Zn(ZnO2CCH3)4(bibta)3],Zn,bibta,mild ligand exchange followed by thermal activation,H2O/THF,light brown microcrystalline powder,,,2075.0,,,2.044989775051125,,300.0,1.0132551,298.pdf,[Zn(ZnO2CCH3)4(bibta)3],[Zn(ZnO2CCH3)4(bibta)3],,,,
630,[Zn(ZnOH)4(bibta)3],Zn,bibta,postsynthetic modification of precursor mof,H2O/THF,,,,,,,,,,,298.pdf,[Zn(ZnOH)4(bibta)3],[Zn(ZnOH)4(bibta)3],,,,
631,Co−OH,Co,bibta2−,postsynthetic metal exchange,DMF,solid,2.0,16.0,1930.0,,,2.0,,300.0,0.0004,299.pdf,Co−OH,Co−OH,,,,
632,Ni−OH,Ni,bibta2−,postsynthetic metal exchange,DMF,solid,2.0,16.0,2285.0,,,2.7,,300.0,0.0004,299.pdf,Ni−OH,Ni−OH,,,,
633,Cu−OH,Cu,bibta2−,postsynthetic metal exchange,DMA,,2.0,16.0,,,,,,,,299.pdf,Cu−OH,Cu−OH,,,,
634,CAU-1,Al,H2N–H2BDC,solvothermal,MeOH,microcrystalline,3.0,5.0,1268.0,0.35,1.32,,,273.0,1.01325,300.pdf,CAU-1,CAU-1,,,cm3,
635,Mg-MOF-74(S),Mg,H4doBDC,sonochemical,DMF/EtOH/H2O,solid,2.0,60.0,1690.0,1.1,0.93,7.952738014087708,,298.0,1.013,301.pdf,MOF-74,MOF,,,cm3,
636,Mg-MOF-74(C),Mg,H4doBDC,solvothermal,DMF,solid,2.0,24.0,1525.0,1.1,0.62,7.930015905476028,,298.0,1.013,301.pdf,MOF-74,MOF,,,cm3,
637,MgII porphyrin,Mg,,,solvent/free,solid,,3.0,,,,,,,,302.pdf,MgII porphyrin,MgII porphyrin,,,,
638,ZnII porphyrin,Zn,,,solvent/free,solid,,3.0,,,,,,,,302.pdf,ZnII porphyrin,ZnII porphyrin,,,,
639,Cu3(NH2btc)2 (UHM-30),Cu,2-amino-H3BTC,solvothermal,DMA/H2O,crystalline,2.0,24.0,1834.0,,0.69,15.26,,298.0,1.0,303.pdf,Cu3(NH2btc)2 (UHM-30),Cu3(NH2btc)2 (UHM-30),,,cm3,
640,MIL-101(Cr)-NH2,Cr,NH2-BDC,hydrothermal,H2O,crystalline,,24.0,2070.0,1.54,2.26,3.02,,273.0,1.01325,304.pdf,MIL-101,MIL,,,cm3,
641,MIL-101(Cr)-I,,,,,,,72.0,,,,,,,,304.pdf,MIL-101,MIL,,,,
642,MIL-101(Cr)-F,,,,,,,18.0,,,,,,,,304.pdf,MIL-101,MIL,,,,
643,MIL-101(Cr)-azo,,,,,,,72.0,,,,,,273.0,0.101325,304.pdf,MIL-101,MIL,,,,
644,MIL-101(Cr),Cr,NH2-BDC,oh2-assisted hydrothermal,H2O,nanoparticles,3.0,12.0,1675.0,,,15.0,,16.0,1.0132521,305.pdf,MIL-101,MIL,,,,
645,[Zn(HL)]·DMA (IFMC-1),Zn,"4,5-di(1H-tetrazol-5-yl)-2H-1,2,3-triazole (H3L)",solvothermal,DMA,colorless polyhedral crystals,,3.0,780.0,1.2,,7.5,,195.0,1.01325,306.pdf,[Zn(HL)]·DMA (IFMC-1),[Zn(HL)]·DMA (IFMC-1),,,,
646,BIT-101,Zn,H3BTC,structure-directing approach,DMF/DMAC,colorless crystals,,,,0.75,,,,,,307.pdf,BIT-101,BIT,,,,
647,BIT-102,Zn,H3BTC,structure-directing approach,DMF/DMAC,reddish brown crystals,,,,0.96,,,95.2,,,307.pdf,BIT-102,BIT,,,,
648,BIT-103,Zn,H3BTC,structure-directing approach,DMF/DMAC,colorless crystals,,,,0.95,,,,,,307.pdf,BIT-103,BIT,,,,
649,en-Mg2(dobpdc),Mg,H4dopdc,microwave-assisted solvothermal,DMF/EtOH,solid,,15.0,1253.0,,,3.7945921381504206,97.0,298.0,0.15,308.pdf,en-Mg2(dobpdc),Metal/dobpdc,,,,
650,CHB,Cu,Bpy,microwave-assisted,H2O,solid,,6.0,0.4,,,,90.3,393.0,12.0,309.pdf,CHB,CHB,,,,
651,ZHB,Zn,Bpy,not specified,,,2.0,,,,,,,,,309.pdf,ZHB,ZHB,,,,
652,HKUST-1,Cu,H3BTC,not specified,,,2.0,,1270.0,,,,,,,309.pdf,HKUST-1,HKUST,,,,
653,ZIF-8/Zn2GeO4,"Zn, Ge",2-methylimidazole,"hydrothermal for zn2geo4, followed by nanoparticle growth for zif-8",MeOH,solid,,12.0,319.5,1.16,,0.6915320781654323,62.0,273.0,1.01325,310.pdf,ZIF-8,ZIF,,,,
654,MOF-5,Ni,H2BDC,impregnation,,,,100.0,2961.0,,,,100.0,553.0,1.01325,311.pdf,MOF-5,MOF,,,,
655,EN-MIL-100 (Cr),Cr,H3BTC,post-synthesis functionalization,anhydrousToluene,solid,,12.0,484.0,3.15,0.22,2.4,50.0,308.0,1.01325,312.pdf,MIL-100,MIL,,,cm3,
656,MMEN-MIL-100 (Cr),Cr,H3BTC,post-synthesis functionalization,anhydrousToluene,solid,,12.0,893.0,3.15,0.42,1.7,6.0,308.0,1.01325,312.pdf,MIL-100,MIL,,,cm3,
657,MIL-100 (Cr),Cr,H3BTC,hydrothermal,H2O,solid,3.0,96.0,1716.0,3.15,0.79,1.6,,308.0,1.01325,312.pdf,MIL-100,MIL,,,cm3,
658,Aluminum Porphyrin Complex,Al,Porphyrin,reaction with et2alcl,Dichloromethane(CH2Cl2),solid,,0.5,,,,,99.0,,,313.pdf,Aluminum Porphyrin Complex,Aluminum Porphyrin Complex,,,,
659,Sc3N@D5h-C80,Sc,p-toluenesulfonyl tosyl hydrazone of phenyl butyric acid methyl ester,exothermic cyclopropanation,o/dichlorobenzene,,,1.0,,,,,,,,314.pdf,Sc3N@D5h-C80,Sc3N@D5h-C80,,,,
660,Sc3N@C68,Sc,PCBM derivatives,,,,,,,,,,,,,314.pdf,Sc3N@C68,Sc3N@C68,,,,
661,DMOF-1-Zn,Zn,H2BDC,electrochemical synthesis,DMF,solid,2.0,6.0,,,,,,,,315.pdf,DMOF-1-Zn,DMOF-1-Zn,,,,
662,Mg2(dobpdc)-dmen,Mg,H4dopdc,post-synthetic grafting,DMF/EtOH/hexane,solid,,30.0,675.0,,,3.022040445353329,99.0,313.0,0.15,316.pdf,Mg2(dobpdc)-dmen,Metal/dobpdc,,,,
663,Mg2(dondc),Mg,H4dondc,microwave-assisted solvothermal,DEF/THF/MeOH,solid,2.0,90.0,1553.0,1.5,,1.99,,298.0,0.15,317.pdf,Mg2(dondc),Mg2(dondc),,,,
664,1-en,Mg,H4dondc,post-synthetic modification,Toluene,solid,2.0,17.0,40.0,,,1.99,,298.0,0.15,317.pdf,1-en,1-en,,,,
665,1-mmen,Mg,H4dondc,post-synthetic modification,Toluene,solid,2.0,17.0,99.0,,,3.2,,298.0,0.15,317.pdf,1-mmen,1-mmen,,,,
666,1-ppz,Mg,H4dondc,post-synthetic modification,Chloroform,solid,2.0,17.0,47.0,,,2.04,,298.0,0.15,317.pdf,1-ppz,1-ppz,,,,
667,IF-MoS2,Mo,,solution-phase reduction followed by annealing,N/methyl/2/pyrrolidone(NMP),hollow nanocages,4.0,12.0,,100.0,,,,,,318.pdf,IF-MoS2,IF-MoS2,,,,
668,IRMOF-3,Zn,NH2-BDC,,,solid,2.0,,1808.0,,,2.32,,273.0,1.0,319.pdf,IRMOF-3,IRMOF,,,,
669,IRMOF-3/800,Zn,NH2-BDC,direct carbonization,,solid,2.0,,1184.0,,2.01,3.99,,273.0,1.0,319.pdf,IRMOF-3,IRMOF,,,cm3,
670,Ti-ZIF,Ti,imidazole,thermal synthesis,DMF/H2O,solid,4.0,24.0,369.019,,,,,,,320.pdf,Ti-ZIF,ZIF,,,,
671,[Mg2(dobdc)(N2H4)1.8],Mg,H4doBDC,grafting,Toluene,microcrystalline,2.0,,1925.0,0.48,0.67,3.89,,298.0,0.0004,321.pdf,[Mg2(dobdc)(N2H4)1.8],Metal/dobdc,,,,
672,Co-ZIF-9,Co,benzimidazole,in situ growth,DMF,solid,2.0,48.0,,,,,,,,322.pdf,ZIF-9,ZIF,,,,
673,Co-ZIF-9/TiO2,Co,benzimidazole,in situ growth,EtOH,solid,2.0,12.0,,,,,,,0.7000000000000001,322.pdf,ZIF-9/TiO2,ZIF,,,,
674,IISERP-MOF4,Mg,4-(1H-imidazol-1-yl)benzoic acid,solvothermal,DMF/ACN,solid,2.0,48.0,692.0,0.77,0.32,3.0,,303.0,1.0,323.pdf,IISERP-MOF4,MOF,,,cm3,
675,IISERP-MOF5,Mg,HTBA,solvothermal,DMF/ACN,solid,2.0,48.0,722.0,0.7,0.33,3.0,,303.0,1.0,323.pdf,MOF-5,MOF,,,cm3,
676,IISERP-MOF6,Mg,HTBA,solvothermal,DMF/ACN,solid,2.0,48.0,703.0,0.71,0.34,3.0,,303.0,1.0,323.pdf,IISERP-MOF6,MOF,,,cm3,
677,IISERP-MOF7,Mg,HTBA,solvothermal,DMF/ACN,solid,2.0,48.0,645.0,0.73,0.32,3.0,,303.0,1.0,323.pdf,IISERP-MOF7,MOF,,,cm3,
678,IISERP-MOF8,Mg,HTBA,solvothermal,DMF/ACN,solid,2.0,48.0,559.0,0.61,0.28,3.0,,303.0,1.0,323.pdf,IISERP-MOF8,MOF,,,cm3,
679,IISERP-MOF9,Mg,HTBA,solvothermal,DMF/ACN,solid,2.0,48.0,548.0,0.72,0.33,3.0,,303.0,1.0,323.pdf,IISERP-MOF9,MOF,,,cm3,
680,Zn2GeO4/Mg-MOF-74,"Zn, Mg","2,5-dioxide-H2BDC",hydrothermal,DMF/EtOH/H2O,composite,2.0,24.0,406.7,,,64.88,,298.0,1.01325,324.pdf,MOF-74,MOF,,,,
681,IL-ZnTPP,Zn,imidazolium-based ionic liquid,covalent grafting,solvent/free,solid,2.0,3.0,,,,,,,20.0,325.pdf,IL-ZnTPP,IL-ZnTPP,,,,
682,HHU-2,Cu,H2PCIP (5-(pyrimidine-5-carboxamido)isophthalic acid),solvothermal,DMF/EtOH/H2O,solid,2.0,24.0,1180.0,1.1,0.46,1.3406044080890707,,298.0,0.15,326.pdf,HHU-2,HHU-2,,,,
683,Ag2O/layered ZIF,Ag,"2-methylimidazole, benzimidazole",one-pot hydrothermal treatment,H2O,solid,1.0,24.0,25.5,,,,,,,327.pdf,Ag2O/layered ZIF,ZIF,,,,
684,layered ZIF,,"2-methylimidazole, benzimidazole",hydrothermal treatment,H2O,solid,,24.0,,,,,,,,327.pdf,layered ZIF,ZIF,,,,
685,Ag/layered ZIF,Ag,"2-methylimidazole, benzimidazole",deposition of ag nps,H2O,solid,0.0,10.0,10.9,,,,,,,327.pdf,Ag/layered ZIF,ZIF,,,,
686,Ni2P,Ni,PVP (polyvinylpyrrolidone),hydrothermal,H2O,solid,0.0,,,,,,,,,328.pdf,Ni2P,Ni2P,,,,
687,NJU-Bai50,Sc,"H3L1 (1,10-(4-carboxypyridine-2,6-diyl)bis(1H-pyrazole-4-carboxylic acid))",,H2O,hexagonal plate-shaped crystals,3.0,,2015.0,1.1,0.8,0.0018,,298.0,0.0004,329.pdf,NJU-Bai50,NJU-Bai50,,,,
688,NJU-Bai51,Sc,"H3L2 (1,10-(4-carboxypyridine-2,6-diyl)bis(3-bromo-1H-pyrazole-4-carboxylic acid))",,H2O,block-shaped crystals,3.0,,1280.0,0.76,0.5,0.13,,298.0,0.0004,329.pdf,NJU-Bai51,NJU-Bai51,,,,
689,HKUST-1,Cu,H2BDC,solvothermal,DMF,solid,2.0,,1500.0,0.9,0.93,6.4,,298.0,1.0,330.pdf,HKUST-1,HKUST,,,,
690,Mg-MOF-74,Mg,doBDC,solvothermal,DMF,solid,2.0,,1000.0,1.1,0.95,8.0,,298.0,0.1,330.pdf,MOF-74,MOF,,,,
691,UiO-66,Zr,H2BDC,solvothermal,DMF,solid,4.0,,1200.0,0.6,0.52,,,298.0,1.0,330.pdf,UiO-66,UiO,,,,
692,UiO-66,Ni,H2BDC,impregnation and reduction,,solid,0.0,,547.0,,,,,,,331.pdf,UiO-66,UiO,,,,
693,UiO-66,Ni,H2BDC,impregnation and reduction,,,0.0,,547.0,,,57.6,,573.0,10.0,332.pdf,UiO-66,UiO,,,,
694,Ni-MOFs,Ni,H3BTC,hydrothermal reaction,DMF/EtOH/H2O,solid,2.0,12.0,,,,0.669224591772999,,273.0,1.01325,333.pdf,Ni-MOFs,MOF,,,,
695,Ni@C,Ni,,thermal carbonation treatment,N2atmosphere,solid,,2.0,177.0,,,0.669224591772999,99.9,273.0,1.01325,333.pdf,Ni@C,Ni@C,,,,
696,ZnMOF-1-NH2,Zn,[NH2-BDC,green mechanochemical synthesis and conventional reflux,DCM,solid,,1.0,1155.4,0.33,,,,273.0,1.0132501,334.pdf,MOF-1,MOF,,,,
697,MOF 1,Co,H4TCPB,solvothermal,C1DMF,solid,,4.0,87.6,1.05,,2.19,,195.0,1.0,335.pdf,MOF-1,MOF,,,,
698,ZIF-8,Zn,,hydrothermal,MeOH,solid,2.0,,,,,,,,,336.pdf,ZIF-8,ZIF,,,,
699,NC1100,,,pyrolysis of zif-8,Argon(Ar),solid,,,,,,,,,,336.pdf,NC1100,NC1100,,,,
700,Zn(PZDC)(ATZ),Zn,"3,5-pyrazoledicarboxylic acid, 5-aminoterazole",hydrothermal,DMF/H2O,solid,,33.0,,0.63,,2.7039309247898204,,273.0,1.01325,337.pdf,Zn(PZDC)(ATZ),Zn(PZDC)(ATZ),,,,
701,[Zn3(BTC)2],Zn,H3BTC,solvothermal,EtOH,solid,,6.0,,,,,99.0,,13.0,338.pdf,[Zn3(BTC)2],Metal/BTC,,,,
702,Cu2(CuTCPP),Cu,porphyrin,cathodization,EtOH,nanosheets,,5.0,,,,,85.2,,,339.pdf,Cu2(CuTCPP),Cu2(CuTCPP),,,,
703,Au12Ag32(SR)30@ZIF-8,"Au, Ag, Zn",2-methylimidazole,electrostatic attraction strategy,MeOH,composite,,24.0,1528.7,,,0.4762553965007953,,273.0,1.01325,340.pdf,ZIF-8,ZIF,,,,
704,NH2-rGO (5 wt%)/Al-PMOF,Al,H4TCPP,,MeCN,,,6.0,1180.0,,,205.6,100.0,,,341.pdf,NH2-rGO (5 wt%)/Al-PMOF,Gr@,,,,
705,Al-PMOF,Al,H4TCPP,,,,3.0,,1142.0,,,49.6,,,,341.pdf,Al-PMOF,Al-PMOF,,,,
706,Ni-NCTPP,Ni,methylbenzoic acid,metalation,none,solid,,18.0,,,,,90.4,,1.0132511,342.pdf,Ni-NCTPP,Ni-NCTPP,,,,
707,Pd-NCTPP,Pd,methylbenzoic acid,metalation,none,solid,,18.0,,,,,99.0,,1.0132511,342.pdf,Pd-NCTPP,Pd-NCTPP,,,,
708,MIL-100(Fe),Fe,H3BTC,hydrothermal,EtOH,solid,3.0,24.0,1107.0,,0.6,1.8292138841795305,,298.0,1.0,343.pdf,MIL-100,MIL,,,,
709,DETA–MIL-100(Fe),Fe,H3BTC,impregnation method,EtOH,solid,3.0,1.0,719.0,,0.39,1.8292138841795305,,298.0,1.0,343.pdf,MIL-100,MIL,,,,
710,Mg2(dobpdc)(tepa) T02,Mg,H4dopdc,sonication,MeOH,solid,0.0,3.0,2372.0,1.95,,,,313.0,0.15,344.pdf,Mg2(dobpdc)(tepa) T02,Metal/dobpdc,,,,
711,Mg2(dobpdc)(tepa) T2,Mg,H4dopdc,sonication,MeOH,solid,0.0,3.0,132.0,,,2.5448761645080666,,313.0,0.15,344.pdf,Mg2(dobpdc)(tepa) T2,Metal/dobpdc,,,,
712,Mg2(dobpdc)(tepa) T20,Mg,H4dopdc,,MeOH,solid,0.0,,51.0,,,2.36,,313.0,0.15,344.pdf,Mg2(dobpdc)(tepa) T20,Metal/dobpdc,,,,
713,Mg2(dobpdc)(tepa) T200,Mg,H4dopdc,,MeOH,solid,0.0,,37.0,,,1.0679391047489208,,353.0,,344.pdf,Mg2(dobpdc)(tepa) T200,Metal/dobpdc,,,,
714,NH2-UiO-68,Zr,,solvothermal,DMF,solid,4.0,24.0,,2.3,,,,,,345.pdf,UiO-68-NH2,UiO,,,,
715,Pt@NH2-UiO-68,Pt,,solvothermal with metal insertion,DMF,solid,0.0,24.0,,,,,,,,345.pdf,UiO-68-NH2,UiO,,,,
716,Pt/NH2-UiO-68,Pt,,solvothermal with external metal deposition,DMF,solid,0.0,24.0,,,,,,,,345.pdf,UiO-68-NH2,UiO,,,,
717,Pt-NH2-UiO-68,Pt,,solvothermal with combined metal insertion,DMF,solid,0.0,24.0,,,,,,,,345.pdf,UiO-68-NH2,UiO,,,,
718,Zr-PMOFs,Zr,Metalloporphyrin-based linkers,in situ hydrothermal self-assembly,,solid,4.0,,,,,,,,,346.pdf,Zr-PMOFs,Zr-PMOFs,,,,
719,ZPUCN-3,Zr,Metalloporphyrin-based linkers,in situ hydrothermal self-assembly,,hybrid solid,4.0,,,,,4.89,,,,346.pdf,ZPUCN-3,ZPUCN-3,,,,
720,MIL-68(In),In,H2BDC,solvothermal,DMF,nanorod,3.0,24.0,846.0,500.0,,,,,,347.pdf,MIL-68,MIL,,,,
721,h-In2O3,In,,calcination,,nanotubes,3.0,2.0,45.0,350.0,,,,,,347.pdf,h-In2O3,h-In2O3,,,,
722,In2O3@Pd,"In, Pd",,calcination,,nanoparticles,3.0,,31.0,,,,,,,347.pdf,In2O3@Pd,In2O3@Pd,,,,
723,h-In2O3/Pd,"In, Pd",,calcination of mil-68(in)@pd,,catalyst,,100.0,44.0,,,0.53,72.4,,30.0,347.pdf,h-In2O3/Pd,h-In2O3/Pd,,,,
724,Rhodium Catalyst,Rh,Al2O3,,,supported,0.0,,,,,,,,,348.pdf,Rhodium Catalyst,Rhodium Catalyst,,,,
725,Ruthenium Catalyst,Ru,Al2O3,,,supported,0.0,,,,,,,,,348.pdf,Ruthenium Catalyst,Ruthenium Catalyst,,,,
726,Nickel Catalyst,Ni,"Al2O3, SiO2, Zeolites",wet impregnation,,supported,0.0,,,,,,,,,348.pdf,Nickel Catalyst,Nickel Catalyst,,,,
